Time (Gyr),Hubble Parameter in Voids,Hubble Parameter in Clusters,Total Cosmic Expansion Energy,Energy Difference (Chaotic Sensitivity)
23.246492985971944,66.5069633835774,66.5069633835774,8846.35235700901,9.761043656908441e-05
23.34669338677355,66.50324282415289,66.50324282415289,8845.362612256486,9.781848712009378e-05
23.44689378757515,66.50092653224186,66.50092653224186,8844.74645929326,9.794812285690568e-05
23.547094188376754,66.50001543804716,66.50001543804716,8844.50410652102,9.799913459573872e-05
23.647294589178358,66.50050990745632,66.50050990745632,8844.635635903393,9.797144593903795e-05
23.74749498997996,66.50240974189471,66.50240974189471,8845.141002957705,9.786510236153845e-05
23.847695390781563,66.50571417840523,66.50571417840523,8846.02003675946,9.768026393430773e-05
23.947895791583168,66.51042188995466,66.51042188995466,8847.272439959519,9.741724170453381e-05
24.04809619238477,66.51653098596665,66.51653098596665,8848.897788814123,9.707645222079009e-05
24.148296593186373,66.524039013081,66.524039013081,8850.895533227844,9.665843936090823e-05
24.248496993987978,66.53294295613874,66.53294295613874,8853.264996809623,9.616387433197815e-05
24.34869739478958,66.54323923939319,66.54323923939319,8856.005376942234,9.55935574893374e-05
24.448897795591183,66.55492372794579,66.55492372794579,8859.115744865363,9.494840742263477e-05
24.549098196392787,66.5679917294068,66.5679917294068,8862.595045772743,9.422944640391506e-05
24.649298597194388,66.58243799577953,66.58243799577953,8866.442098923651,9.343784222437534e-05
24.749498997995993,66.59825672556806,66.59825672556806,8870.655597769344,9.257485726266168e-05
24.849699398797597,66.615441566107,66.615441566107,8875.23411009483,9.164188668364659e-05
24.949899799599198,66.63398561611261,66.63398561611261,8880.176078176604,9.064042569661979e-05
25.050100200400802,66.65388142845444,66.65388142845444,8885.479818956928,8.957207319326699e-05
25.150300601202407,66.67512101314587,66.67512101314587,8891.14352423529,8.843856812745798e-05
25.250501002004007,66.69769584055297,66.69769584055297,8897.165260877833,8.724170220375527e-05
25.350701402805612,66.72159684481979,66.72159684481979,8903.542971045332,8.598341446486302e-05
25.450901803607216,66.74681442750922,66.74681442750922,8910.274472440706,8.466572944598738e-05
25.551102204408817,66.77333846145763,66.77333846145763,8917.357458576753,8.329075717483647e-05
25.65130260521042,66.80115829484183,66.80115829484183,8924.78949906503,8.18607059045462e-05
25.751503006012026,66.83026275545673,66.83026275545673,8932.568039926773,8.037787119974382e-05
25.851703406813627,66.86064015520205,66.86064015520205,8940.690403926834,7.884464321250562e-05
25.95190380761523,66.89227829477615,66.89227829477615,8949.15379093156,7.726347757852636e-05
26.052104208416836,66.92516446857513,66.92516446857513,8957.955278291663,7.56369063310558e-05
26.152304609218437,66.9592854697953,66.9592854697953,8967.09182125108,7.396755790978204e-05
26.25250501002004,66.99462759573699,66.99462759573697,8976.560253382966,7.225810622912832e-05
26.352705410821645,67.03117665330728,67.03117665330728,8986.357287053776,7.051129614410456e-05
26.452905811623246,67.06891796472003,67.06891796472003,8996.47951391669,6.872993435536046e-05
26.55310621242485,67.10783637339016,67.10783637339016,9006.923405435415,6.691688577120658e-05
26.653306613226455,67.14791625002053,67.14791625002053,9017.685313439542,6.5075053498731e-05
26.753507014028056,67.18914149887847,67.18914149887847,9028.761470712627,6.320740249066148e-05
26.85370741482966,67.23149556425972,67.23149556425972,9040.147991614149,6.131693407951389e-05
26.953907815631265,67.27496143713702,67.27496143713702,9051.840872736548,5.940667870163452e-05
27.054108216432866,67.31952166199082,67.31952166199083,9063.835993598505,5.747971408709418e-05
27.15430861723447,67.3651583438193,67.3651583438193,9076.129117375694,5.553912342293188e-05
27.254509018036075,67.41185315532474,67.41185315532474,9088.71589167013,5.358803173294291e-05
27.354709418837675,67.45958734427369,67.45958734427369,9101.59184931938,5.162957313586958e-05
27.45490981963928,67.5083417410277,67.5083417410277,9114.752409246768,4.96668835694436e-05
27.555110220440884,67.55809676624169,67.55809676624169,9128.192877353751,4.770313353219535e-05
27.655310621242485,67.60883243872678,67.60883243872678,9141.90844745567,4.574145714286715e-05
27.75551102204409,67.66052838347463,67.66052838347463,9155.894202261952,4.3785019443021156e-05
27.855711422845694,67.71316383983982,67.71316383983981,9170.145114401981,4.183695637038909e-05
27.955911823647295,67.7667176698772,67.7667176698772,9184.656047497692,3.990040022472385e-05
28.0561122244489,67.82116836683066,67.82116836683066,9199.421757283984,3.79784560209373e-05
28.156312625250504,67.87649406377008,67.87649406377007,9214.436892778029,3.607421967899427e-05
28.256513026052104,67.9326725423729,67.93267254237288,9229.695997498528,3.41907416441245e-05
28.35671342685371,67.98968124184677,67.98968124184677,9245.19351073586,3.23310505336849e-05
28.45691382765531,68.04749726798985,68.04749726798985,9260.923768874174,3.0498133128276095e-05
28.557114228456914,68.10609740238485,68.10609740238485,9276.881006766263,2.8694936190731823e-05
28.65731462925852,68.16545811172335,68.16545811172335,9293.059359162222,2.6924351914203726e-05
28.75751503006012,68.22555555725664,68.22555555725664,9309.452862192626,2.5189223379129544e-05
28.857715430861724,68.28636560436907,68.28636560436907,9326.055454907117,2.3492346372222528e-05
28.95791583166333,68.34786383227036,68.34786383227036,9342.860980869142,2.1836434825672768e-05
29.05811623246493,68.41002554380277,68.41002554380277,9359.863189807496,2.022414810198825e-05
29.158316633266534,68.47282577535925,68.47282577535925,9377.055739325406,1.865808735601604e-05
29.258517034068138,68.53623930690861,68.53623930690861,9394.43219666769,1.7140762793133035e-05
29.35871743486974,68.60024067212369,68.60024067212369,9411.986040546586,1.5674611859139986e-05
29.458917835671343,68.6648041686084,68.6648041686084,9429.710663026683,1.4261981050367467e-05
29.559118236472948,68.72990386821954,68.72990386821954,9447.599371469398,1.2905155017506331e-05
29.65931863727455,68.79551362747944,68.79551362747944,9465.645390537418,1.1606296538957395e-05
29.759519038076153,68.86160709807478,68.86160709807478,9483.841864259248,1.0367508366471156e-05
29.859719438877757,68.92815773743806,68.92815773743806,9502.181858154283,9.190767741529271e-06
29.95991983967936,68.9951388194066,68.99513881940662,9520.658361418378,8.07796823210083e-06
30.060120240480963,69.06252344495584,69.06252344495584,9539.26428917015,7.030899723758921e-06
30.160320641282567,69.13028455300147,69.13028455300147,9557.992484757908,6.051237505744211e-06
30.260521042084168,69.19839493126712,69.19839493126712,9576.835722127229,5.1405677368165925e-06
30.360721442885772,69.2668272272125,69.2668272272125,9595.786708249014,4.3003401515306905e-06
30.460921843687377,69.33555395901799,69.33555395901799,9614.83808560779,3.53190625901334e-06
30.561122244488978,69.404547526621,69.40454752662099,9633.982434749985,2.8365084290271625e-06
30.661322645290582,69.47378022280003,69.47378022280003,9653.212276891842,2.215258064097725e-06
30.761523046092186,69.54322424430163,69.54322424430163,9672.520076586443,1.66915197041817e-06
30.861723446893787,69.61285170300586,69.61285170300586,9691.898244449372,1.1990687198704109e-06
30.96192384769539,69.68263463712603,69.68263463712603,9711.339139942393,8.057686500251293e-07
31.062124248496996,69.75254502243786,69.75254502243786,9730.835074214441,4.898756742477417e-07
31.162324649298597,69.82255478353376,69.82255478353376,9750.378312999146,2.5189547159243375e-07
31.2625250501002,69.89263580509767,69.89263580509767,9769.961079568042,9.221912478096783e-08
31.362725450901806,69.96275994319598,69.96275994319598,9789.575557738535,1.1095835361629725e-08
31.462925851703407,70.03289903657979,70.03289903657979,9809.213894935558,8.662027539685369e-09
31.56312625250501,70.10302491799438,70.10302491799438,9828.86820530588,8.491406333632767e-08
31.663326653306616,70.17310942549072,70.17310942549072,9848.53057288379,2.3973370844032615e-07
31.763527054108216,70.2431244137353,70.2431244137353,9868.193054806992,4.7287721827160567e-07
31.86372745490982,70.31304176531289,70.31304176531289,9887.84768458127,7.839626050554216e-07
31.963927855711425,70.3828334020183,70.3828334020183,9907.486475392529,1.1724914656952024e-06
32.06412825651303,70.45247129613237,70.45247129613237,9927.101423464712,1.6378435248043388e-06
32.16432865731463,70.52192748167761,70.52192748167761,9946.68451146199,2.17926935874857e-06
